,tweets
321,el problema no es la fecha el problema o los problemas son hay suficientes pruebas tenemos mecanismos de prev
322,otto y según el carnicero que tenemos como ministro de salud de los millones de ecuatorianos tendrán que morir
323,mingobiernoec riesgos_ec mariapaularomo comunicacionec expresoec eltiempocuenca eldiarioec diarioextraec
324,otto y según el carnicero que tenemos como ministro de salud de los millones de ecuatorianos tendrán que morir
325,para el ministro de salud drjuanczevallos muertos no es brutal el dice que el de los de ecu
326,drjuanczevallos esto equivale aproximadamente a ecuatorianos hay que analizar gran responsabilidad estas
327,en las declaraciones del ministro zeballos el nos contagiaremos y el moriremos entenderá que no sólo es u
328,bueno a la final no había gobierno central ni antes ni durante ni después de la pandemia ojalá les den
329,ecuatorianos a estén pendiente de la decisión del alcalde de su provincia o el coecantonal de cualquier decisi
330,iy ahora quién podrá defendernos covid_ ec covid_ coronavirusecuador
331,lenin como puedes tener a un ministro de salud tan indolente la muerte de una persona es mucho no se diga con ta
332,demayo metroviagye alcaldiagye cynthiaviteri en épocas de distanciamiento covid_ ec cuarentena
333,trabajando un rato en casa guayaquil coronavirus covid_ ec fotto
334,se viene el retorno al trabajo y a la normalidad después de una cuarentena no pasa nada all is ok
335,el campo nos hará libres no las transnacionales la cooperación fortalecerá la sociedad no la competencia los go
336,nueva zelanda se prepara a salir de cuarentena de manera cautelosa r número básico de transmisión lt segu
337,bueno por un lado le pide al gobierno asignaciones para frentear el covid_ ec pero por otro contrata publicid
338,somos el país con más contagios por cada mil habitantes en américa l el país con más muertos por cada mill
339,carlamaldonadop fácil don lenin literalmente parece cantinflas cuando habla covid_ ec demayo irresponsables presocorreapreso
340,cuando se piensa solo en números los resultados son números señores son personas según sus números mínimo están as
341,en ecuador actual gobierno no entiende la importancia ni defiende al servicio postal correos_ecuador servicio p
342,a mi si me emociona q termine la cuarentena y para nada soy indolente ni irresponsable en mi manera de pensar p
343,benjaminchavezr ecu quito o sea que encima de inútiles los del ecu quito son mentirosos confirme
344,más de millones de ecuatorianos covid_ ec
345,noticiapositiva varias organizaciones sociales nationalcommun miembros de la comunidad en miami
346,crisis por covid_ ec a las alcaldías y gobierno central para qué ya dijo hace días que estaba incapacitado para
347,quédateencasa la única manera de evitar contagiarte y asegurar que el covid_ ya no se propague es eludiendo
348,ante la decisión de que coe cantonales definen la fase en la que se encuentra su ciudad me abruma las diferencias
349,la loca más loca que nunca le afectó el covid_ ec
350,entrevistas este lunes conversaremos con el prefecto del azuay yakuperezg azuayprefectura y con el alcalde d
351,no importa en que color el esté igual el covid_ ec te atropellará
352,tres momentos del covid_ ec lavarse las manos es importante poncio pilato s day lavarse mas manos o mo
353,que si el gobierno no levanta restricciones que nos tiene encerrados que si lo hace que no piensa en la gente ch
354,el liderazgo se basa en la confianza las cifras del covid_ ec son un desastre y han dado mensajes de aparente op
355,relicheandres mariogar el programa está direccionado para convencer a la gente que tenemos que salir covid_ ec
356,todos los que apoyan la cuarentena hasta el de mayo habrán pensado siquiera en el hambre del prójimo y lo que v
357,darwinrmorillo el lenin cabreado por las criticas que quiere que lo alabemos por pagar deudas en momentos asi
358,desde el de mayo inicia una nueva fase así lo anunció el presidente lenin moreno debemos cumplir con las medi
359,arriba mis espartanos es ahora covid_ covid_ ec covid ec ese lavado de manos el mejor para enfrentar
360,ya viste coronavirus en pocas palabras en netflix covid_ covid_ ec quedateencasa
361,si el destino de este país está en las manos de políticos como los alcaldes asambleístas ministros y presidente
362,ecuador coronavirusecuador covid ecuador covid_ ec quedateencasa que esta prohibido y que esta permitido d
363,estebanortizmd me quedó claro que desde el gobierno central nos quieren a los guayasences de rebaño de prueba covid_ ec
364,pedrojijong deberían de destinar esos recursos a uniyachaytech para la ciencia coronavirusecuador covid_ ec
365,anderssonboscan daniielaferro correcto eso es lo que hicieron lavarse las manos ecuador covidー covid_ ec
366,correcto eso es lo que hicieron lavarse las manos ecuador covidー covid_ ec
367,cynthiaviteri presidencia_ec alcaldías durangad munisamborondon alcaldiagye funcionan como distrito ante
368,una decepción que me deja esta pandemia es que mi negocio tiene servicio a domicilio con el fin de que se queden
369,seamos la generación que pasó de la normalidad a la humanidad lectura completa en
370,ojo sistema semaforo que regirá desde el de mayo delaislamientoaldistanciamiento coronavirusecuador
371,a la fecha los fondos para atender la emergencia por covid_ ec no han llegado si bien existen competencias de
372,donde están los alcaldesdeecuador no permitan que elpeorpresidentedelahistoria asecine a nuestros seres amado
373,ecuador sin presidente lenín elpeorpresidentedelahistoria covid ec covid_ ec coronavirusecuador
374,trabajo en equipo de las autoridades del ecuador covid_ ec covid ec
375,un estudio más que indica que el impacto de covid_ ec en guayas ha sido extremo coronavirusecuador
376,alcaldes lorohomero cynthiaviteri pedropalaciosu ahora que decisión recae en ustedes es vital revisar esta con
377,casi todo periodismo su opinión favorable es direccionada a quienes pagan sus pautas a quienes les ofrecen cargos
378,qué pasará con aquellos q no pueden regresar al ecuador pq no tienen cómo pagar el vuelo humanitario ni el hotel
379,con o sin semáforo se mantendrán las siguientes restricciones suspensión de transporte interprovincial
380,el almorsaderodt te informa en cadena nacional el presidente lenín moreno dijo que se ha decidido desde el de
381,cadena nacional importante quienes estén en verde las instituciones públicas y privadas podrán laborar con
382,importante quienes estén en amarillo las instituciones públicas y privadas podrán laborar con el de su c
383,titoniltonm agradece a los miembros de la policiaecuador por el esfuerzo y compromiso desplegado en su labor fren
384,carlosverareal cuanto vale esa publicidad tomarse fotos no es acción alguna contra covid_ ec y guayaquil no ol
385,sábado y domingos no pueden circular vehículos en el ecuador ni una placa y sin embargo hay accidentes de tránsit
386,coronaconsultas buenas tardes quería saber si algunos de estos protectores son útiles para protegernos del
387,sick_boy solo reafirma lo imbécil q es el tipo es peor q el covid_ ec
388,cynthiaviteri ecuador está en quiebra sin ingresos no hay comida atención médica las empresas quiebran y se pro
389,medio cambiaron las medidas en españa y ya la gente salió a la calle no entendieron nada covid_ ec
390,ecuador coronavirus covid_ ec pandemiamundial leninmorenotraidor hasta el día de hoy de abril se rep
391,aquí ni en pañales y quieren iniciar distanciamiento social covid_ ec
392,cojan dato para que hagan lo mismo de nada sirve mantener la cuarentena si no sancionan a los que irrespetan la c
393,paolapabonc y pichinchagob buenas tardes por favor me pueden ayudar necesito gestionar canastitas para ayuda hu
394,estará de gira por ecuador covid_ ec cuarentenatotal quedateencasa quito ecuador ecuadorenemergencia
395,lenin a los q quieres bajarles el sueldo hipócrita elpeorgobiernodelahistoria ecuadorsos covid_ ec quesevayantodos
396,sigan a galeriadeayudaec en instagram podemos apoyar a la causa al donar a cambio de una foto covid_ ec
397,mariocuvi arturo_precilla es lo que siempre hacen los garroteadores municipales ladrones mientras cynthiaviteri
398,ojalá y lerdin moreno lenin sea el primero en salir dando el ejemplo al visitar los hospitales spoiler no lo ha
399,ecuadorvideo yo creo que estamos llevando las cosas y las quejas demasiado lejos todo el mundo médicos incluidos
400,atención viceministro de salud xavier solórzano informó que el de mayo no será una reapertura social sino
401,el almorsaderodt te informa el alcalde de quito jorge yunda reitera el pedido al coe nacional para que el aisla
402,el almorsaderodt te informa la banda municipal de rumiñahui realizó un homenaje al personal del hospital básic
403,rastudillo cada persona es libre de salir o quedateencasa así como también de seguir trabajando o renunciar a
404,davichosilva abgjev cada persona es libre de salir o quedateencasa así como también de seguir trabajando o ren
405,viceministro de salud de ecuador xavier solórzano aclara varios puntos acerca de la nueva etapa q empieza el de m
406,mi agradecimiento lorohomero municipioquito quitotenis al cuerpo de bomberos del dmq por realizar la desinfe
407,carlosverareal lo importante acá es la forma de aplicarlo empresa q no despida personal q no sea gravada y q se d
408,anto_v hay q tener criterio global sobre la situación d cada ecuatoriano en esta cuarentena ejemplo los que
409,lenin cynthiaviteri salud_ec deberían hacerla firmar a estos señores que renuncian a toda ayuda si contraen el
410,quiénes pueden mantener el aislamiento precisamente los que presionan para que los trabajadores vuelvan no se ha
411,una de las primeras positivas hasta ahora tiene rastros de covid_ ec yo me preguntó en que están pensando las a
412,albertoacostab ya pues albertico espero verle tomando la metrovía yendo al guasmo prosperina trinitaria a ver
413,debemos hacerlo acá en india la policía metió a personas que violarona cuarentena en una ambulancia con un supu
414,laev rocomayor lizam mariapaularomo todo el mundo es libre de quedarse en la casa si sus circunstanc
415,estos y más datos previamente dichos deben estar el la base de datos de covid_ ec que publica el msp de ecuador al público en general
416,la oms señala que no hay evidencia de inmunidad en pacientes con coronavirus es decir un paciente con covid_
